order_id,item_price,quantity,item_cat,item_name,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
153,17.00,1,Pizza,"Pizza Hawaiian Large","2022-10-08 13:43:00","61 Hills Street",,Manchester,6040,1
153,7.00,1,Side,"Caesar Salad","2022-10-08 13:43:00","61 Hills Street",,Manchester,6040,1
153,6.00,1,Dessert,"Vanilla Ice cream","2022-10-08 13:43:00","61 Hills Street",,Manchester,6040,1
153,6.00,1,Drink,"Coca Cola Regular 1.5l","2022-10-08 13:43:00","61 Hills Street",,Manchester,6040,1
153,6.00,1,Drink,"Fanta Regular 1.5l","2022-10-08 13:43:00","61 Hills Street",,Manchester,6040,1
154,12.00,1,Pizza,"Pizza Margherita Reg","2022-10-08 22:13:00","219 Bidwell Street",,Manchester,6040,1
154,16.00,1,Pizza,"Pizza Napolitana Reg","2022-10-08 22:13:00","219 Bidwell Street",,Manchester,6040,1
155,17.00,1,Pizza,"Pizza Pepperoni Large","2022-10-08 21:43:00","44 Campfield Road",,Manchester,6040,1
155,5.00,1,Side,Breadsticks,"2022-10-08 21:43:00","44 Campfield Road",,Manchester,6040,1
155,7.00,2,Side,"Caesar Salad","2022-10-08 21:43:00","44 Campfield Road",,Manchester,6040,1
155,6.00,1,Drink,"Fanta Regular 1.5l","2022-10-08 21:43:00","44 Campfield Road",,Manchester,6040,1
156,19.00,20,Pizza,"Pizza Quattro Formaggi Large","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
156,14.00,1,Pizza,"Pizza Margherita Large","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
156,16.00,8,Pizza,"Pizza Diavola (hot) Reg","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
156,16.00,5,Pizza,"Pizza Quattro Formaggi Reg","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
156,18.00,1,Pizza,"Pizza Napolitana Large","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
156,17.00,1,Pizza,"Pizza Seafood Reg","2022-10-08 22:29:00","184 Woodland Street",,Manchester,6042,1
157,19.00,1,Pizza,"Pizza Quattro Formaggi Large","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
157,16.00,1,Pizza,"Pizza Napolitana Reg","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
157,7.00,2,Side,"Caesar Salad","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
157,7.00,1,Dessert,"Banoffee Pie","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
157,6.00,1,Dessert,"Pistachio Ice cream","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
157,6.00,2,Dessert,"Strawberry Ice cream","2022-10-08 22:47:00","225 Kennedy Road",,Manchester,6042,1
158,15.00,1,Pizza,"Pizza Pepperoni Reg","2022-10-08 12:06:00","173 Center Street",,Manchester,6040,1
158,17.00,1,Pizza,"Pizza Hawaiian Large","2022-10-08 12:06:00","173 Center Street",,Manchester,6040,1
158,7.00,1,Side,"Caesar Salad","2022-10-08 12:06:00","173 Center Street",,Manchester,6040,1
158,5.00,2,Dessert,"Chocolate Brownie","2022-10-08 12:06:00","173 Center Street",,Manchester,6040,1
159,14.00,1,Pizza,"Pizza Margherita Large","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
159,19.00,1,Pizza,"Pizza Quattro Formaggi Large","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
159,17.00,2,Pizza,"Pizza Pepperoni Large","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
159,17.00,2,Pizza,"Pizza Hawaiian Large","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,18.00,1,Pizza,"Pizza Parmigiana Large","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,6.00,2,Side,"Garlic Bread","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,7.00,2,Side,"Chicken Wings","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,5.00,2,Side,Breadsticks,"2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,7.00,2,Side,"Caesar Salad","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,6.00,1,Dessert,"Chocolate Ice cream","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,6.00,1,Dessert,"Pistachio Ice cream","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,6.00,1,Dessert,"Strawberry Ice cream","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,6.00,1,Dessert,"Vanilla Ice cream","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,5.00,5,Dessert,"Chocolate Brownie","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,0
159,7.00,5,Dessert,"Banoffee Pie","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
159,5.00,1,Dessert,"Fruit Salad","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
159,6.00,1,Drink,"Fanta Regular 1.5l","2022-10-08 13:40:00","150 Carter Street",,Manchester,6040,1
160,19.00,2,Pizza,"Pizza Diavola (hot) Large","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,15.00,1,Pizza,"Pizza Pepperoni Reg","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,18.00,4,Pizza,"Pizza Parmigiana Large","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,7.00,1,Side,"Caesar Salad","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,5.00,1,Side,Breadsticks,"2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,7.00,1,Side,"Chicken Wings","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,6.00,1,Side,"Garlic Bread","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,6.00,3,Dessert,"Vanilla Ice cream","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,5.00,1,Dessert,"Chocolate Brownie","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,4.00,3,Drink,"San Pelligrino 1.5l","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,3.00,1,Drink,"Fanta Regular 33cl","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
160,6.00,1,Drink,"Sprite Regular 1.5l","2022-10-08 20:15:00","68 Princeton Street",,Manchester,6042,1
161,16.00,10,Pizza,"Pizza Quattro Formaggi Reg","2022-10-08 21:42:00","38 Bruce Road",,Manchester,6040,1
162,18.00,1,Pizza,"Pizza Parmigiana Large","2022-10-08 12:51:00","208 Timrod Road",,Manchester,6040,1
162,19.00,1,Pizza,"Pizza Quattro Formaggi Large","2022-10-08 12:51:00","208 Timrod Road",,Manchester,6040,1
162,6.00,1,Side,"Garlic Bread","2022-10-08 12:51:00","208 Timrod Road",,Manchester,6040,1
163,18.00,1,Pizza,"Pizza Parmigiana Large","2022-10-08 13:00:00","981 Groton Long Point Road",,Groton,6340,1
163,14.00,1,Pizza,"Pizza Margherita Large","2022-10-08 13:00:00","981 Groton Long Point Road",,Groton,6340,1
163,6.00,1,Side,"Garlic Bread","2022-10-08 13:00:00","981 Groton Long Point Road",,Groton,6340,1
164,14.00,1,Pizza,"Pizza Margherita Large","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,19.00,1,Pizza,"Pizza Diavola (hot) Large","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,17.00,1,Pizza,"Pizza Pepperoni Large","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,5.00,2,Side,Breadsticks,"2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,7.00,2,Side,"Caesar Salad","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,7.00,1,Dessert,"Banoffee Pie","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
164,6.00,2,Drink,"Coca Cola Regular 1.5l","2022-10-08 21:01:00","123 Elizabeth Drive",,Manchester,6042,1
165,6.00,2,Side,"Garlic Bread","2022-10-08 19:19:00","35 Lakewood Circle South",,Manchester,6040,0
165,19.00,1,Pizza,"Pizza Diavola (hot) Large","2022-10-08 19:19:00","35 Lakewood Circle South",,Manchester,6040,0
165,14.00,1,Pizza,"Pizza Margherita Large","2022-10-08 19:19:00","35 Lakewood Circle South",,Manchester,6040,0
165,7.00,1,Dessert,"Banoffee Pie","2022-10-08 19:19:00","35 Lakewood Circle South",,Manchester,6040,0
165,6.00,1,Drink,"Coca Cola Diet 1.5l","2022-10-08 19:19:00","35 Lakewood Circle South",,Manchester,6040,0
166,16.00,1,Pizza,"Pizza Quattro Formaggi Reg","2022-10-08 14:22:00","91 Eldridge Street",,Manchester,6040,1
166,5.00,1,Side,Breadsticks,"2022-10-08 14:22:00","91 Eldridge Street",,Manchester,6040,1
166,5.00,1,Dessert,"Chocolate Brownie","2022-10-08 14:22:00","91 Eldridge Street",,Manchester,6040,1
166,6.00,1,Drink,"Coca Cola Regular 1.5l","2022-10-08 14:22:00","91 Eldridge Street",,Manchester,6040,1
